index,close,open,high,low,volume
1610409600,34026.0,35390.0,36671.5,32555.0,4398254106
1610496000,37390.5,34026.0,37800.0,32357.5,3490456520
1610582400,39143.5,37390.5,40163.5,36781.5,3215293113
1610668800,36734.5,39143.5,39722.0,34347.0,4349394468
1610755200,36007.0,36734.5,37969.5,35420.5,2716337938
1610841600,35870.0,36007.0,36852.5,33862.0,2787817743
1610928000,36684.5,35870.0,37533.5,34774.5,2534623334
1611014400,35898.0,36684.5,37920.0,35810.5,2652624979
1611100800,35489.0,35898.0,36381.5,33333.0,3153189209
1611187200,30810.5,35489.0,35598.0,29961.0,4827957533
1611273600,33003.0,30810.5,33835.5,28802.0,4047359471
1611360000,32090.0,33003.0,33475.0,31413.0,2248018972
1611446400,32290.5,32090.0,33120.0,30936.0,1904546206
1611532800,32221.0,32290.5,34872.5,31910.5,3037356566
1611619200,32500.0,32221.0,32928.0,30803.0,2807905742
1611705600,30381.0,32500.0,32558.5,29270.0,3182339546
1611792000,33446.0,30381.0,33793.0,29880.0,2408020667
1611878400,34230.0,33446.0,38730.0,31999.5,6550659922
1611964800,34310.5,34230.0,34889.0,32781.0,2227538611
1612051200,33101.0,34310.5,34362.0,32176.0,1627575811
1648771200,46269.5,45504.0,46720.0,44178.0,1140415500
1648857600,45814.0,46269.5,47222.5,45610.5,663368100
1648944000,46406.0,45814.0,47458.0,45542.0,750019800
1649030400,46605.0,46406.0,46900.0,45119.0,823856000
1649116800,45498.0,46605.0,47227.5,45362.0,785301200
1649203200,43167.5,45498.0,45498.5,43111.5,935902100
1649289600,43420.0,43167.5,43896.0,42668.0,546187700
1649376000,42247.0,43420.0,43977.0,42077.5,868570000
1649462400,42744.5,42247.0,42790.5,42085.0,422082900
1649548800,42150.0,42744.5,43400.0,41860.5,683558200
1649635200,39509.5,42150.0,42392.0,39180.0,1258020500
1649721600,40075.5,39509.5,40705.0,39254.5,908986500
1649808000,41120.0,40075.5,41532.5,39584.0,744860200
1649894400,39929.0,41120.0,41497.5,39550.0,621954900
1649980800,40530.5,39929.0,40861.5,39750.0,369508600
1650067200,40366.5,40530.5,40700.0,39946.0,343249800
1650153600,39661.5,40366.5,40575.0,39526.5,423384600
1650240000,40793.5,39661.5,41133.0,38376.5,835687200
1650326400,41470.0,40793.5,41783.5,40502.0,450867800
1650412800,41356.0,41470.0,42205.5,40860.0,623091200
1650499200,40453.5,41356.0,42984.0,39721.5,739860700
1650585600,39678.0,40453.5,40810.0,39129.0,428905400
1650672000,39437.5,39678.0,40039.0,39280.0,297015500
1650758400,39445.0,39437.5,39935.5,38887.5,493912100
1650844800,40416.5,39445.0,40690.0,38161.0,811178100
1650931200,38085.5,40416.5,40814.0,37651.0,817837800
1651017600,39219.0,38085.5,39455.5,37857.0,731989700
1651104000,39733.5,39219.0,40373.0,38883.5,728854200
1651190400,38568.0,39733.5,39909.5,38165.5,511851400
1651276800,37620.0,38568.0,38768.0,37553.0,322171600
1688169600,30587.0,30464.5,30670.0,30310.5,170237500
1688256000,30607.0,30587.0,30799.0,30151.0,306302000
1688342400,31154.5,30607.0,31403.5,30553.5,531893100
1688428800,30751.5,31154.5,31325.0,30606.5,378149800
1688515200,30485.5,30751.5,30867.5,30182.0,321788500
1688601600,29888.0,30485.5,31546.0,29830.5,829671700
